assetId,category,family,aspectRatio,prompt,negativePrompt,referenceImages,pasteReady,notes
charlotte,character,yard,3:4,"Close bust portrait of a grey-on-grey American shorthair cat, deeply asleep, heavy and settled on a folded police greatcoat, one ear twitching, candid framing as if caught mid-nap rather than posed. Warm gaslight-amber rim light, cool gunmetal-blue ambient shadow across the coat. Confident inked contours softened under paint, faint paper-grain texture.","no text, no lettering, no watermark, no signature, no logo, no photorealistic photography look, no 3D render look, no anime style, no goggles-and-corsets cosplay clichés, no modern clothing or objects (unless an explicit easter egg), no gore, no graphic violence, no distorted or extra hands/limbs, no border or frame, no vignette, no colors outside the palette in section 2, no cute/cartoon cat style",art/reference/The_Wheatstone_Bridge_taproom.jpeg; public/art/portrait-constable-tobias-mudd.webp,"Close bust portrait of a grey-on-grey American shorthair cat, deeply asleep, heavy and settled on a folded police greatcoat, one ear twitching, candid framing as if caught mid-nap rather than posed. Warm gaslight-amber rim light, cool gunmetal-blue ambient shadow across the coat. Confident inked contours softened under paint, faint paper-grain texture.

no text, no lettering, no watermark, no signature, no logo, no photorealistic photography look, no 3D render look, no anime style, no goggles-and-corsets cosplay clichés, no modern clothing or objects (unless an explicit easter egg), no gore, no graphic violence, no distorted or extra hands/limbs, no border or frame, no vignette, no colors outside the palette in section 2, no cute/cartoon cat style

Aspect ratio 3:4.","design.md §8.2, the Yard's pub cat. Style-bible.md §6: 'grey-on-grey American shorthair, asleep, heavy and settled.' ""Once settled she is not moving, and neither, constable, are you."""
constable-reeve,character,yard,3:4,"Bust-to-waist portrait of a very young constable, uniform slightly too big at the collar, mid-salute with an earnest, over-eager expression, helmet strap done up a touch too tight. Warm gaslight-amber key light, cool gunmetal-blue ambient fill from the uniform, real cast shadows. Confident inked contours softened under paint, faint paper-grain texture. Background a soft blur of a station-house doorway.","no text, no lettering, no watermark, no signature, no logo, no photorealistic photography look, no 3D render look, no anime style, no goggles-and-corsets cosplay clichés, no modern clothing or objects (unless an explicit easter egg), no gore, no graphic violence, no distorted or extra hands/limbs, no border or frame, no vignette, no colors outside the palette in section 2",art/reference/The_Wheatstone_Bridge_taproom.jpeg; public/art/portrait-constable-tobias-mudd.webp,"Bust-to-waist portrait of a very young constable, uniform slightly too big at the collar, mid-salute with an earnest, over-eager expression, helmet strap done up a touch too tight. Warm gaslight-amber key light, cool gunmetal-blue ambient fill from the uniform, real cast shadows. Confident inked contours softened under paint, faint paper-grain texture. Background a soft blur of a station-house doorway.

no text, no lettering, no watermark, no signature, no logo, no photorealistic photography look, no 3D render look, no anime style, no goggles-and-corsets cosplay clichés, no modern clothing or objects (unless an explicit easter egg), no gore, no graphic violence, no distorted or extra hands/limbs, no border or frame, no vignette, no colors outside the palette in section 2

Aspect ratio 3:4.","""Newest badge on the beat. Salutes everyone, including cats."""
detective-sergeant-vale,character,yard,3:4,"Bust-to-waist, three-quarter portrait of a sharp-eyed woman plainclothes detective sergeant in a dark gunmetal-blue coat, a notebook held closed in one hand, watching something just off-frame with quiet, patient attention. Warm gaslight-amber accent light, cool gunmetal-blue dominant ambient fill. Confident inked contours softened under paint, faint paper-grain texture. Background a soft blur of a market-street crowd.","no text, no lettering, no watermark, no signature, no logo, no photorealistic photography look, no 3D render look, no anime style, no goggles-and-corsets cosplay clichés, no modern clothing or objects (unless an explicit easter egg), no gore, no graphic violence, no distorted or extra hands/limbs, no border or frame, no vignette, no colors outside the palette in section 2",art/reference/The_Wheatstone_Bridge_taproom.jpeg; public/art/portrait-constable-tobias-mudd.webp,"Bust-to-waist, three-quarter portrait of a sharp-eyed woman plainclothes detective sergeant in a dark gunmetal-blue coat, a notebook held closed in one hand, watching something just off-frame with quiet, patient attention. Warm gaslight-amber accent light, cool gunmetal-blue dominant ambient fill. Confident inked contours softened under paint, faint paper-grain texture. Background a soft blur of a market-street crowd.

no text, no lettering, no watermark, no signature, no logo, no photorealistic photography look, no 3D render look, no anime style, no goggles-and-corsets cosplay clichés, no modern clothing or objects (unless an explicit easter egg), no gore, no graphic violence, no distorted or extra hands/limbs, no border or frame, no vignette, no colors outside the palette in section 2

Aspect ratio 3:4.","""Small fish, but she'll take the small fish. Habit of the trade."""
scotland-yard-announces-arrests,headline,yard,3:4,"Printed Victorian newspaper front page styled as a symmetrical masthead composition: a bold central woodcut-style motif of crossed constable's truncheons over a pair of manacles, engraved-linework aesthetic as if printed rather than painted, gunmetal-blue accents in the border rule lines. Faint paper-grain and foxing texture, as if aged.","no text, no lettering, no watermark, no signature, no logo, no photorealistic photography look, no 3D render look, no anime style, no goggles-and-corsets cosplay clichés, no modern clothing or objects (unless an explicit easter egg), no gore, no graphic violence, no distorted or extra hands/limbs, no border or frame, no vignette, no colors outside the palette in section 2, no realistic photographic scene, no painted figures — a printed graphic object, not an illustrated scene",art/reference/The_Wheatstone_Bridge_taproom.jpeg,"Printed Victorian newspaper front page styled as a symmetrical masthead composition: a bold central woodcut-style motif of crossed constable's truncheons over a pair of manacles, engraved-linework aesthetic as if printed rather than painted, gunmetal-blue accents in the border rule lines. Faint paper-grain and foxing texture, as if aged.

no text, no lettering, no watermark, no signature, no logo, no photorealistic photography look, no 3D render look, no anime style, no goggles-and-corsets cosplay clichés, no modern clothing or objects (unless an explicit easter egg), no gore, no graphic violence, no distorted or extra hands/limbs, no border or frame, no vignette, no colors outside the palette in section 2, no realistic photographic scene, no painted figures — a printed graphic object, not an illustrated scene

Aspect ratio 3:4.","""Several men helping with enquiries. All of them helping a great deal."""
flower-seller,character,irregulars,3:4,"Bust-to-waist portrait of a sharp-eyed young flower seller, a basket of violets at her hip, mouth turned in a knowing half-smile as she talks out the side of it to someone unseen, worn shawl over a patched dress. Warm gaslight-amber key light, cool blue-grey ambient shadow fill. Confident inked contours softened under paint, faint paper-grain texture. Background a soft blur of a busy fog-lit corner.","no text, no lettering, no watermark, no signature, no logo, no photorealistic photography look, no 3D render look, no anime style, no goggles-and-corsets cosplay clichés, no modern clothing or objects (unless an explicit easter egg), no gore, no graphic violence, no distorted or extra hands/limbs, no border or frame, no vignette, no colors outside the palette in section 2",art/reference/The_Wheatstone_Bridge_taproom.jpeg; public/art/portrait-old-nell-ashby.webp,"Bust-to-waist portrait of a sharp-eyed young flower seller, a basket of violets at her hip, mouth turned in a knowing half-smile as she talks out the side of it to someone unseen, worn shawl over a patched dress. Warm gaslight-amber key light, cool blue-grey ambient shadow fill. Confident inked contours softened under paint, faint paper-grain texture. Background a soft blur of a busy fog-lit corner.

no text, no lettering, no watermark, no signature, no logo, no photorealistic photography look, no 3D render look, no anime style, no goggles-and-corsets cosplay clichés, no modern clothing or objects (unless an explicit easter egg), no gore, no graphic violence, no distorted or extra hands/limbs, no border or frame, no vignette, no colors outside the palette in section 2

Aspect ratio 3:4.","""Sells violets on the corner and everything else out the side of her mouth."" A younger counterpart to Old Nell Ashby, not the same character."
cab-driver,character,irregulars,3:4,"Bust-to-waist portrait of a hansom-cab driver up on his box, muffled in a heavy coat and scarf against the fog, reins loose in one hand, eyes forward with the unbothered look of a man who has seen everything and will mention none of it. Warm gaslight-amber key light from a passing streetlamp, cool ambient fog fill. Confident inked contours softened under paint, faint paper-grain texture. Background a soft blur of a cab rank at night.","no text, no lettering, no watermark, no signature, no logo, no photorealistic photography look, no 3D render look, no anime style, no goggles-and-corsets cosplay clichés, no modern clothing or objects (unless an explicit easter egg), no gore, no graphic violence, no distorted or extra hands/limbs, no border or frame, no vignette, no colors outside the palette in section 2",art/reference/The_Wheatstone_Bridge_taproom.jpeg; public/art/portrait-old-nell-ashby.webp,"Bust-to-waist portrait of a hansom-cab driver up on his box, muffled in a heavy coat and scarf against the fog, reins loose in one hand, eyes forward with the unbothered look of a man who has seen everything and will mention none of it. Warm gaslight-amber key light from a passing streetlamp, cool ambient fog fill. Confident inked contours softened under paint, faint paper-grain texture. Background a soft blur of a cab rank at night.

no text, no lettering, no watermark, no signature, no logo, no photorealistic photography look, no 3D render look, no anime style, no goggles-and-corsets cosplay clichés, no modern clothing or objects (unless an explicit easter egg), no gore, no graphic violence, no distorted or extra hands/limbs, no border or frame, no vignette, no colors outside the palette in section 2

Aspect ratio 3:4.","""Knows every address in London and repeats none of them."""
the-mudlark,character,irregulars,3:4,"Bust-to-waist portrait of a barefoot mudlark child at the tideline, trousers rolled, sleeves soaked, one hand closed around something small and unseen, sly and unbothered expression. Warm gaslight-amber key light from the embankment lamps above, cool river-fog ambient fill. Confident inked contours softened under paint, faint paper-grain texture. Background a soft blur of mudflats and a lit bridge in the distance.","no text, no lettering, no watermark, no signature, no logo, no photorealistic photography look, no 3D render look, no anime style, no goggles-and-corsets cosplay clichés, no modern clothing or objects (unless an explicit easter egg), no gore, no graphic violence, no distorted or extra hands/limbs, no border or frame, no vignette, no colors outside the palette in section 2",art/reference/The_Wheatstone_Bridge_taproom.jpeg; public/art/portrait-old-nell-ashby.webp,"Bust-to-waist portrait of a barefoot mudlark child at the tideline, trousers rolled, sleeves soaked, one hand closed around something small and unseen, sly and unbothered expression. Warm gaslight-amber key light from the embankment lamps above, cool river-fog ambient fill. Confident inked contours softened under paint, faint paper-grain texture. Background a soft blur of mudflats and a lit bridge in the distance.

no text, no lettering, no watermark, no signature, no logo, no photorealistic photography look, no 3D render look, no anime style, no goggles-and-corsets cosplay clichés, no modern clothing or objects (unless an explicit easter egg), no gore, no graphic violence, no distorted or extra hands/limbs, no border or frame, no vignette, no colors outside the palette in section 2

Aspect ratio 3:4.","""Waist-deep in the Thames at low tide, and never once caught at anything."""
baker-street-irregular,character,irregulars,3:4,"Bust-to-waist portrait of a street child in patched clothes, cap pulled low, an alert, quick-eyed expression of someone already three streets ahead of you in their head, one hand out for the coin they've clearly already earned. Warm gaslight-amber key light, cool ambient shadow fill. Confident inked contours softened under paint, faint paper-grain texture. Background a soft blur of a narrow lamplit alley.","no text, no lettering, no watermark, no signature, no logo, no photorealistic photography look, no 3D render look, no anime style, no goggles-and-corsets cosplay clichés, no modern clothing or objects (unless an explicit easter egg), no gore, no graphic violence, no distorted or extra hands/limbs, no border or frame, no vignette, no colors outside the palette in section 2",art/reference/The_Wheatstone_Bridge_taproom.jpeg; public/art/portrait-old-nell-ashby.webp,"Bust-to-waist portrait of a street child in patched clothes, cap pulled low, an alert, quick-eyed expression of someone already three streets ahead of you in their head, one hand out for the coin they've clearly already earned. Warm gaslight-amber key light, cool ambient shadow fill. Confident inked contours softened under paint, faint paper-grain texture. Background a soft blur of a narrow lamplit alley.

no text, no lettering, no watermark, no signature, no logo, no photorealistic photography look, no 3D render look, no anime style, no goggles-and-corsets cosplay clichés, no modern clothing or objects (unless an explicit easter egg), no gore, no graphic violence, no distorted or extra hands/limbs, no border or frame, no vignette, no colors outside the palette in section 2

Aspect ratio 3:4.","""Paid a shilling a day and worth considerably more."""
telegraph-boy,character,irregulars,3:4,"Bust-to-waist portrait of a telegraph messenger boy in a small pillbox cap and buttoned uniform, an envelope held just out of view against his chest, a carefully blank expression that doesn't quite hide what he's read. Warm gaslight-amber key light, cool ambient shadow fill. Confident inked contours softened under paint, faint paper-grain texture. Background a soft blur of a telegraph office counter.","no text, no lettering, no watermark, no signature, no logo, no photorealistic photography look, no 3D render look, no anime style, no goggles-and-corsets cosplay clichés, no modern clothing or objects (unless an explicit easter egg), no gore, no graphic violence, no distorted or extra hands/limbs, no border or frame, no vignette, no colors outside the palette in section 2",art/reference/The_Wheatstone_Bridge_taproom.jpeg; public/art/portrait-old-nell-ashby.webp,"Bust-to-waist portrait of a telegraph messenger boy in a small pillbox cap and buttoned uniform, an envelope held just out of view against his chest, a carefully blank expression that doesn't quite hide what he's read. Warm gaslight-amber key light, cool ambient shadow fill. Confident inked contours softened under paint, faint paper-grain texture. Background a soft blur of a telegraph office counter.

no text, no lettering, no watermark, no signature, no logo, no photorealistic photography look, no 3D render look, no anime style, no goggles-and-corsets cosplay clichés, no modern clothing or objects (unless an explicit easter egg), no gore, no graphic violence, no distorted or extra hands/limbs, no border or frame, no vignette, no colors outside the palette in section 2

Aspect ratio 3:4.","""Whatever's in the envelope, he already knows. He just doesn't say."""
hiawatha,character,irregulars,3:4,"Close bust portrait of a black American shorthair cat with yellow eyes, half in shadow, only the eyes and a rim of gaslight amber catching the light, caught mid-glance as if he's just called you somewhere you shouldn't go. Warm amber key light with a cool ambient fill, real cast shadow.","no text, no lettering, no watermark, no signature, no logo, no photorealistic photography look, no 3D render look, no anime style, no goggles-and-corsets cosplay clichés, no modern clothing or objects (unless an explicit easter egg), no gore, no graphic violence, no distorted or extra hands/limbs, no border or frame, no vignette, no colors outside the palette in section 2, no cute/cartoon cat style, no colors outside brass/amber/ink-black",art/reference/The_Wheatstone_Bridge_taproom.jpeg; public/art/portrait-old-nell-ashby.webp,"Close bust portrait of a black American shorthair cat with yellow eyes, half in shadow, only the eyes and a rim of gaslight amber catching the light, caught mid-glance as if he's just called you somewhere you shouldn't go. Warm amber key light with a cool ambient fill, real cast shadow.

no text, no lettering, no watermark, no signature, no logo, no photorealistic photography look, no 3D render look, no anime style, no goggles-and-corsets cosplay clichés, no modern clothing or objects (unless an explicit easter egg), no gore, no graphic violence, no distorted or extra hands/limbs, no border or frame, no vignette, no colors outside the palette in section 2, no cute/cartoon cat style, no colors outside brass/amber/ink-black

Aspect ratio 3:4.","design.md §8.2, the Irregulars' pub cat — same character as the approved batch-0 reference, not a new cat. Attach art/reference/Hiawatha.jpeg by hand as the PRIMARY reference alongside the auto-attached Nell Ashby portrait. ""He called from down the hall and round the corner. You went. That was the mistake."""
nells-basket,gadget,irregulars,3:4,"Object study of a wicker flower basket on a cobblestone step, violets arranged on top and the edge of a folded, hand-passed note just visible tucked beneath them, shallow depth of field, no hands in frame. Warm gaslight-amber key light, cool ambient shadow fill. Confident inked contours softened under paint, faint paper-grain texture.","no text, no lettering, no watermark, no signature, no logo, no photorealistic photography look, no 3D render look, no anime style, no goggles-and-corsets cosplay clichés, no modern clothing or objects (unless an explicit easter egg), no gore, no graphic violence, no distorted or extra hands/limbs, no border or frame, no vignette, no colors outside the palette in section 2",art/reference/The_Wheatstone_Bridge_taproom.jpeg,"Object study of a wicker flower basket on a cobblestone step, violets arranged on top and the edge of a folded, hand-passed note just visible tucked beneath them, shallow depth of field, no hands in frame. Warm gaslight-amber key light, cool ambient shadow fill. Confident inked contours softened under paint, faint paper-grain texture.

no text, no lettering, no watermark, no signature, no logo, no photorealistic photography look, no 3D render look, no anime style, no goggles-and-corsets cosplay clichés, no modern clothing or objects (unless an explicit easter egg), no gore, no graphic violence, no distorted or extra hands/limbs, no border or frame, no vignette, no colors outside the palette in section 2

Aspect ratio 3:4.","Old Nell Ashby's reward card (design.md §9.1). ""Violets on top. Everything worth knowing underneath."""
anonymous-tip,scheme,irregulars,3:4,"A small vignette: an unsigned note slipped half under a door in a shaft of gaslight, the door left just ajar, one shadow retreating out of frame. Symbolic rather than literal. Warm gaslight-amber key light, cool ambient shadow, real cast shadows. Confident inked contours softened under paint, faint paper-grain texture.","no text, no lettering, no watermark, no signature, no logo, no photorealistic photography look, no 3D render look, no anime style, no goggles-and-corsets cosplay clichés, no modern clothing or objects (unless an explicit easter egg), no gore, no graphic violence, no distorted or extra hands/limbs, no border or frame, no vignette, no colors outside the palette in section 2",art/reference/The_Wheatstone_Bridge_taproom.jpeg,"A small vignette: an unsigned note slipped half under a door in a shaft of gaslight, the door left just ajar, one shadow retreating out of frame. Symbolic rather than literal. Warm gaslight-amber key light, cool ambient shadow, real cast shadows. Confident inked contours softened under paint, faint paper-grain texture.

no text, no lettering, no watermark, no signature, no logo, no photorealistic photography look, no 3D render look, no anime style, no goggles-and-corsets cosplay clichés, no modern clothing or objects (unless an explicit easter egg), no gore, no graphic violence, no distorted or extra hands/limbs, no border or frame, no vignette, no colors outside the palette in section 2

Aspect ratio 3:4.","""Unsigned, but the handwriting's familiar."""
good-news-everybody,headline,irregulars,3:4,"Printed Victorian newspaper front page styled as a symmetrical masthead composition: a bold central woodcut-style motif of a town crier's bell and an open envelope, engraved-linework aesthetic as if printed rather than painted, gaslight-amber accents in the border rule lines. Faint paper-grain and foxing texture.","no text, no lettering, no watermark, no signature, no logo, no photorealistic photography look, no 3D render look, no anime style, no goggles-and-corsets cosplay clichés, no modern clothing or objects (unless an explicit easter egg), no gore, no graphic violence, no distorted or extra hands/limbs, no border or frame, no vignette, no colors outside the palette in section 2, no realistic photographic scene, no painted figures — a printed graphic object, not an illustrated scene",art/reference/The_Wheatstone_Bridge_taproom.jpeg,"Printed Victorian newspaper front page styled as a symmetrical masthead composition: a bold central woodcut-style motif of a town crier's bell and an open envelope, engraved-linework aesthetic as if printed rather than painted, gaslight-amber accents in the border rule lines. Faint paper-grain and foxing texture.

no text, no lettering, no watermark, no signature, no logo, no photorealistic photography look, no 3D render look, no anime style, no goggles-and-corsets cosplay clichés, no modern clothing or objects (unless an explicit easter egg), no gore, no graphic violence, no distorted or extra hands/limbs, no border or frame, no vignette, no colors outside the palette in section 2, no realistic photographic scene, no painted figures — a printed graphic object, not an illustrated scene

Aspect ratio 3:4.","design.md §15 (Futurama easter egg). ""Wernstrom! No — sorry. Wrong headline. Still good news, though."""
